,valeur,ticks
349856,-0.00011368460625537532,ORGANIZATION_TYPE  : -0.0001
349856,-0.00011374301177042618,ORGANIZATION_TYPE  : -0.0001
349856,-0.00011486825046635787,NAME_INCOME_TYPE  : -0.0001
349856,-0.00015492703943399363,FLAG_DOCUMENT_17  : -0.0002
349856,-0.00015882912428788853,ORGANIZATION_TYPE  : -0.0002
349856,-0.0001939948299696391,ORGANIZATION_TYPE  : -0.0002
349856,-0.0002189579709788542,ORGANIZATION_TYPE  : -0.0002
276042,9.115800597714385e-05,NAME_INCOME_TYPE  : 0.0001
276042,9.24584836497594e-05,FLAG_DOCUMENT_4  : 0.0001
276042,9.345699768584257e-05,ORGANIZATION_TYPE  : 0.0001
276042,0.00012638604495675973,FLAG_DOCUMENT_20  : 0.0001
276042,0.00012895063887701413,NAME_EDUCATION_TYPE  : 0.0001
276042,0.00013104120522605594,ORGANIZATION_TYPE  : 0.0001
276042,0.00017861346675691311,ORGANIZATION_TYPE  : 0.0002
276042,0.0001856611050276946,ORGANIZATION_TYPE  : 0.0002
276042,-0.004401679030295091,NONLIVINGAPARTMENTS_AVG  : -0.0044
276042,-0.004815538076479329,NONLIVINGAPARTMENTS_MEDI  : -0.0048
359810,0.00036046696031079864,ORGANIZATION_TYPE  : 0.0004
359810,-0.0031108983812957753,FLAG_DOCUMENT_7  : -0.0031
359810,-0.003377829718769566,ORGANIZATION_TYPE  : -0.0034
359810,-0.005579908366428128,FLAG_DOCUMENT_21  : -0.0056
359810,-0.008037927065063349,CC_CNT_DRAWINGS_CURRENT  : -0.008
359810,-0.008284316322198277,ORGANIZATION_TYPE  : -0.0083
359810,-0.008744948128628147,CC_CNT_DRAWINGS_CURRENT  : -0.0087
359810,-0.009120463241734626,CC_CNT_DRAWINGS_CURRENT  : -0.0091
359810,-0.010825080542425935,CC_CNT_DRAWINGS_CURRENT_VAR  : -0.0108
359810,-0.017841979126964322,CC_SK_DPD  : -0.0178
208206,0.0005072166175257577,ORGANIZATION_TYPE  : 0.0005
208206,0.0005125456834299655,ORGANIZATION_TYPE  : 0.0005
208206,0.0005180665655071971,ORGANIZATION_TYPE  : 0.0005
208206,-0.0023101210288414722,ORGANIZATION_TYPE  : -0.0023
208206,-0.006264350883280093,CC_NAME_CONTRACT_STATUS_Completed  : -0.0063
208206,-0.006594377824103386,CC_NAME_CONTRACT_STATUS_Active_VAR  : -0.0066
208206,-0.006945022991093867,CC_NAME_CONTRACT_STATUS_Completed_VAR  : -0.0069
208206,-0.008124561947131102,CC_NAME_CONTRACT_STATUS_Completed  : -0.0081
208206,-0.009390816277148828,ORGANIZATION_TYPE  : -0.0094
208206,-0.009699120905653367,CC_NAME_CONTRACT_STATUS_Completed  : -0.0097
453275,0.00010287374233915861,NAME_INCOME_TYPE  : 0.0001
453275,0.00010452468636096588,FLAG_DOCUMENT_17  : 0.0001
453275,0.00015476794069722955,FLAG_DOCUMENT_20  : 0.0002
453275,0.00017182937401384311,FLAG_DOCUMENT_19  : 0.0002
453275,0.00018597480530999267,ORGANIZATION_TYPE  : 0.0002
453275,0.00018627325568479754,ORGANIZATION_TYPE  : 0.0002
453275,0.00019619288836169614,ORGANIZATION_TYPE  : 0.0002
453275,0.0002045326187706591,FLAG_DOCUMENT_14  : 0.0002
453275,-0.004835728117849911,CC_CNT_INSTALMENT_MATURE_CUM_VAR  : -0.0048
453275,-0.01490669114234062,FONDKAPREMONT_MODE  : -0.0149
339331,0.00018241497441668524,ORGANIZATION_TYPE  : 0.0002
339331,0.00018260235650055005,FLAG_DOCUMENT_17  : 0.0002
339331,0.00018360348500822045,ORGANIZATION_TYPE  : 0.0002
339331,0.0001867970182074412,FLAG_DOCUMENT_7  : 0.0002
339331,0.00018712191587798985,FLAG_DOCUMENT_2  : 0.0002
339331,-0.0014502370439964211,NAME_TYPE_SUITE  : -0.0015
339331,-0.0016043123408431097,ORGANIZATION_TYPE  : -0.0016
339331,-0.0039016160466438863,CC_AMT_CREDIT_LIMIT_ACTUAL_VAR  : -0.0039
339331,-0.005202827466010256,ORGANIZATION_TYPE  : -0.0052
339331,-0.013953655885597412,CC_SK_DPD  : -0.014
203099,-3.9045060200769526e-07,ORGANIZATION_TYPE  : -0.0
203099,2.297791638103747e-06,FLAG_DOCUMENT_7  : 0.0
203099,-6.667235131439528e-06,ORGANIZATION_TYPE  : -0.0
203099,-7.306605291708535e-06,ORGANIZATION_TYPE  : -0.0
203099,-1.2419525786866454e-05,ORGANIZATION_TYPE  : -0.0
203099,-0.00043146643889186836,ORGANIZATION_TYPE  : -0.0004
203099,-0.001445694118375981,FLAG_DOCUMENT_2  : -0.0014
203099,-0.0014499554235824896,ORGANIZATION_TYPE  : -0.0014
203099,-0.001989110048080469,FLAG_DOCUMENT_19  : -0.002
203099,-0.003138927667067319,FLAG_DOCUMENT_6  : -0.0031
319484,-0.00010858684869603857,FLAG_DOCUMENT_21  : -0.0001
319484,-0.00011351763899344044,NAME_INCOME_TYPE  : -0.0001
319484,-0.0001320253330051049,ORGANIZATION_TYPE  : -0.0001
319484,-0.00015433216177485138,FLAG_DOCUMENT_20  : -0.0002
319484,-0.00015518698305379486,FLAG_DOCUMENT_15  : -0.0002
319484,-0.0001873319014471337,ORGANIZATION_TYPE  : -0.0002
319484,-0.0001951886978430956,FLAG_CONT  : -0.0002
319484,-0.00021424895782980207,NAME_TYPE_SUITE  : -0.0002
319484,-0.00021540335177319483,ORGANIZATION_TYPE  : -0.0002
319484,-0.0002198770019375812,ORGANIZATION_TYPE  : -0.0002
408817,4.252009728146835e-05,NAME_EDUCATION_TYPE  : 0.0
408817,4.339974039983829e-05,ORGANIZATION_TYPE  : 0.0
408817,0.0006127606610700359,ORGANIZATION_TYPE  : 0.0006
408817,-0.002636469247908691,NAME_TYPE_SUITE_B  : -0.0026
408817,-0.002714608860341596,ORGANIZATION_TYPE  : -0.0027
408817,-0.0036445275300016323,ORGANIZATION_TYPE  : -0.0036
408817,-0.008083670375171492,ORGANIZATION_TYPE  : -0.0081
408817,-0.008531343856228783,FLAG_CONT  : -0.0085
408817,-0.00949731227563872,FLAG_DOCUMENT_15  : -0.0095
408817,-0.08970856498798503,FLAG_DOCUMENT_13  : -0.0897
450275,-1.4489847297644413e-06,ORGANIZATION_TYPE  : -0.0
450275,-7.08626270529682e-06,ORGANIZATION_TYPE  : -0.0
450275,-7.163857031577486e-06,ORGANIZATION_TYPE  : -0.0
450275,-8.045864637357632e-06,ORGANIZATION_TYPE  : -0.0
450275,-8.897954055383747e-06,FLAG_DOCUMENT_15  : -0.0
450275,-1.1790779469041948e-05,FLAG_DOCUMENT_17  : -0.0
450275,-1.521624688727664e-05,FLAG_DOCUMENT_20  : -0.0
450275,-0.0010234459902844794,OCCUPATION_TYPE  : -0.001
450275,-0.0022333091277153233,FLAG_DOCUMENT_19  : -0.0022
450275,-0.011575077601519648,ORGANIZATION_TYPE  : -0.0116
206383,0.0002640255746325435,FLAG_DOCUMENT_7  : 0.0003
206383,0.00027490740075289107,ORGANIZATION_TYPE  : 0.0003
206383,0.00028399758435255427,FLAG_DOCUMENT_17  : 0.0003
206383,0.0004622182784090022,ORGANIZATION_TYPE  : 0.0005
206383,-0.0025992576998893064,OCCUPATION_TYPE  : -0.0026
206383,-0.003174588797210651,NAME_FAMILY_STATUS  : -0.0032
206383,-0.0032250451691471804,FLAG_EMAIL  : -0.0032
206383,-0.003745663709593043,ORGANIZATION_TYPE  : -0.0037
206383,-0.014623383414030073,ORGANIZATION_TYPE  : -0.0146
206383,-0.03043584065266571,FLAG_DOCUMENT_18  : -0.0304
408618,9.685521123237973e-05,NAME_INCOME_TYPE  : 0.0001
408618,9.827672467072622e-05,FLAG_DOCUMENT_7  : 0.0001
408618,0.00013853746269068158,FLAG_DOCUMENT_19  : 0.0001
408618,-0.00014802022601700257,CC_AMT_DRAWINGS_ATM_CURRENT  : -0.0001
408618,-0.00014811044474015873,ORGANIZATION_TYPE  : -0.0001
408618,0.00016250662773760396,ORGANIZATION_TYPE  : 0.0002
408618,0.00018208767432300585,OCCUPATION_TYPE  : 0.0002
408618,-0.0011531229892088133,FLAG_DOCUMENT_9  : -0.0012
408618,-0.002423415208807469,CC_AMT_CREDIT_LIMIT_ACTUAL  : -0.0024
408618,-0.021428985178725914,FLAG_DOCUMENT_16  : -0.0214
183949,7.919107513799628e-05,NAME_INCOME_TYPE  : 0.0001
183949,8.080160669346448e-05,ORGANIZATION_TYPE  : 0.0001
183949,0.00011151573198934547,ORGANIZATION_TYPE  : 0.0001
183949,0.0001268199038252964,ORGANIZATION_TYPE  : 0.0001
183949,0.00013579782267173128,ORGANIZATION_TYPE  : 0.0001
183949,0.0001415496375765071,ORGANIZATION_TYPE  : 0.0001
183949,-0.001587086960703711,FLAG_DOCUMENT_19  : -0.0016
183949,-0.005501650337748143,NAME_TYPE_SUITE  : -0.0055
183949,-0.013463512721425031,FLAG_DOCUMENT_20  : -0.0135
183949,-0.05805058759093682,WALLSMATERIAL_MODE  : -0.0581
237913,-0.000299586580806144,ORGANIZATION_TYPE  : -0.0003
237913,0.0006552816336077684,FLAG_DOCUMENT_7  : 0.0007
237913,0.0006904285200452095,ORGANIZATION_TYPE  : 0.0007
237913,0.0007485775255307662,ORGANIZATION_TYPE  : 0.0007
237913,0.0007505149394693748,NAME_TYPE_SUITE  : 0.0008
237913,-0.004348367015218398,CC_AMT_RECEIVABLE_PRINCIPAL  : -0.0043
237913,-0.004636480848417556,CC_AMT_BALANCE  : -0.0046
237913,-0.004877483943576848,CC_AMT_TOTAL_RECEIVABLE  : -0.0049
237913,-0.004995728226044324,CC_AMT_CREDIT_LIMIT_ACTUAL_VAR  : -0.005
237913,-0.009476629008546693,ORGANIZATION_TYPE  : -0.0095
138757,0.0001938858518247415,ORGANIZATION_TYPE  : 0.0002
138757,0.00020081490859785289,NAME_INCOME_TYPE  : 0.0002
138757,0.00027084348114092376,FLAG_DOCUMENT_20  : 0.0003
138757,0.00031668237633213813,ORGANIZATION_TYPE  : 0.0003
138757,-0.003857872921431244,FLAG_DOCUMENT_7  : -0.0039
138757,-0.003908146803055171,ORGANIZATION_TYPE  : -0.0039
138757,-0.004122782655545273,ORGANIZATION_TYPE  : -0.0041
138757,-0.008411213856872258,OCCUPATION_TYPE  : -0.0084
138757,-0.009302877400886759,ORGANIZATION_TYPE  : -0.0093
138757,-0.028002242683628456,NAME_TYPE_SUITE_B  : -0.028
118028,0.0001695618896319401,FLAG_DOCUMENT_2  : 0.0002
118028,0.00016972764722019296,ORGANIZATION_TYPE  : 0.0002
118028,0.00017250296429637227,ORGANIZATION_TYPE  : 0.0002
118028,0.00028147220627767973,ORGANIZATION_TYPE  : 0.0003
118028,0.00028794155569559365,ORGANIZATION_TYPE  : 0.0003
118028,0.0002903314592539905,NAME_TYPE_SUITE  : 0.0003
118028,-0.0024959525565030317,ORGANIZATION_TYPE  : -0.0025
118028,-0.0032076841621132093,ORGANIZATION_TYPE  : -0.0032
118028,-0.003322288654519245,NAME_INCOME_TYPE  : -0.0033
118028,-0.03437092667791169,HOUSETYPE_MODE  : -0.0344
114012,0.00010185119230488099,FLAG_DOCUMENT_19  : 0.0001
114012,0.00010235809206582862,FLAG_DOCUMENT_10  : 0.0001
114012,0.00010353633337130341,ORGANIZATION_TYPE  : 0.0001
114012,0.00010363331236834224,NAME_EDUCATION_TYPE  : 0.0001
114012,0.00014808236153818587,FLAG_DOCUMENT_17  : 0.0001
114012,0.00016237453733226762,FLAG_DOCUMENT_15  : 0.0002
114012,0.000203780262042711,ORGANIZATION_TYPE  : 0.0002
114012,-0.0005684287338588995,OCCUPATION_TYPE  : -0.0006
114012,-0.00466711519391281,NAME_FAMILY_STATUS  : -0.0047
114012,-0.0061747142563572804,ORGANIZATION_TYPE  : -0.0062
345018,-0.00019849616566037798,ORGANIZATION_TYPE  : -0.0002
345018,0.0003251296151391572,FLAG_DOCUMENT_7  : 0.0003
345018,0.0005520586585869879,FLAG_DOCUMENT_20  : 0.0006
345018,-0.0009065866245803406,ORGANIZATION_TYPE  : -0.0009
345018,-0.001150516071890934,ORGANIZATION_TYPE  : -0.0012
345018,-0.0024630850910084537,WALLSMATERIAL_MODE  : -0.0025
345018,-0.0029873888464141346,COMMONAREA_MEDI  : -0.003
345018,-0.0033157682353779673,NAME_FAMILY_STATUS  : -0.0033
345018,-0.008729128088276564,ORGANIZATION_TYPE  : -0.0087
345018,-0.022525445802030822,NAME_TYPE_SUITE  : -0.0225
123282,9.310740202373047e-05,ORGANIZATION_TYPE  : 0.0001
123282,9.685884595165329e-05,NAME_INCOME_TYPE  : 0.0001
123282,0.00010104731770956578,ORGANIZATION_TYPE  : 0.0001
123282,0.00010473778879213077,NAME_INCOME_TYPE  : 0.0001
123282,0.00013918189392750634,FLAG_DOCUMENT_20  : 0.0001
123282,-0.0008501865231645413,OCCUPATION_TYPE  : -0.0009
123282,-0.0010920738450617084,ORGANIZATION_TYPE  : -0.0011
123282,-0.0019024814627833172,FLAG_DOCUMENT_19  : -0.0019
123282,-0.004722277833788917,CC_CNT_INSTALMENT_MATURE_CUM_VAR  : -0.0047
123282,-0.01224442107959491,CC_AMT_INST_REGULARITY  : -0.0122
341167,-1.7171652993011643e-06,FLAG_DOCUMENT_2  : -0.0
341167,-5.467080403316156e-06,FLAG_DOCUMENT_17  : -0.0
341167,-6.120829426915226e-06,ORGANIZATION_TYPE  : -0.0
341167,-9.590521979974316e-06,FLAG_DOCUMENT_21  : -0.0
341167,-1.1891424177227585e-05,FLAG_DOCUMENT_19  : -0.0
341167,-1.2063708245055539e-05,NAME_TYPE_SUITE  : -0.0
341167,-1.2756744915563892e-05,ORGANIZATION_TYPE  : -0.0
341167,-0.0007247600543148129,ORGANIZATION_TYPE  : -0.0007
341167,-0.0008372670822353846,ORGANIZATION_TYPE  : -0.0008
341167,-0.0029962939970798784,NAME_CONTRACT_TYPE  : -0.003
269759,0.00048589506552853087,NAME_INCOME_TYPE  : 0.0005
269759,0.0004907909628647214,ORGANIZATION_TYPE  : 0.0005
269759,0.0005041335597387096,ORGANIZATION_TYPE  : 0.0005
269759,-0.006077820627711952,CC_NAME_CONTRACT_STATUS_Completed_VAR  : -0.0061
269759,-0.006256684695322077,FLAG_DOCUMENT_2  : -0.0063
269759,-0.007186624137984489,CC_NAME_CONTRACT_STATUS_Completed  : -0.0072
269759,-0.007213669909571353,CC_NAME_CONTRACT_STATUS_Completed  : -0.0072
269759,-0.007363076387160137,CC_NAME_CONTRACT_STATUS_Completed  : -0.0074
269759,-0.00857036243205873,OCCUPATION_TYPE_Security  : -0.0086
269759,-0.01579236635236222,ORGANIZATION_TYPE_Security  : -0.0158
266620,0.00035909102363653465,NAME_EDUCATION_TYPE  : 0.0004
266620,0.0003613357225164877,FLAG_DOCUMENT_7  : 0.0004
266620,0.00038368524936229523,FLAG_DOCUMENT_19  : 0.0004
266620,-0.0013215531583937524,ORGANIZATION_TYPE  : -0.0013
266620,-0.0015183937988058442,ORGANIZATION_TYPE  : -0.0015
266620,-0.001772405744349059,ORGANIZATION_TYPE  : -0.0018
266620,-0.003672469178611307,CC_AMT_RECEIVABLE_PRINCIPAL  : -0.0037
266620,-0.003723506265345475,CC_AMT_TOTAL_RECEIVABLE  : -0.0037
266620,-0.004001806662087271,CC_AMT_RECIVABLE  : -0.004
266620,-0.007806775839782381,OCCUPATION_TYPE  : -0.0078
369207,-0.00020118045377268517,FLAG_DOCUMENT_14  : -0.0002
369207,0.0002093490923166269,FLAG_DOCUMENT_20  : 0.0002
369207,0.0002145671700440149,NAME_INCOME_TYPE  : 0.0002
369207,-0.00029387496456712405,ORGANIZATION_TYPE  : -0.0003
369207,-0.00030184625488650425,FLAG_DOCUMENT_2  : -0.0003
369207,0.0003494524657985939,FLAG_DOCUMENT_19  : 0.0003
369207,-0.0020094507691923984,ORGANIZATION_TYPE  : -0.002
369207,-0.002635220190075016,LIVINGAPARTMENTS_MODE  : -0.0026
369207,-0.0031177027061715322,NAME_CONTRACT_TYPE  : -0.0031
369207,-0.0073599350187372545,OCCUPATION_TYPE  : -0.0074
332525,3.498508347238243e-06,ORGANIZATION_TYPE  : 0.0
332525,-6.154493420999587e-06,OCCUPATION_TYPE  : -0.0
332525,-7.406815985770092e-06,FLAG_DOCUMENT_19  : -0.0
332525,-7.819462578020595e-06,NAME_INCOME_TYPE  : -0.0
332525,-8.779991965115499e-06,ORGANIZATION_TYPE  : -0.0
332525,-1.1354595837137172e-05,FLAG_DOCUMENT_15  : -0.0
332525,5.681126048163787e-05,NAME_EDUCATION_TYPE  : 0.0001
332525,-0.0002230001000041574,ORGANIZATION_TYPE  : -0.0002
332525,-0.0005963110597879325,FLAG_DOCUMENT_21  : -0.0006
332525,-0.0031001881776630924,OCCUPATION_TYPE  : -0.0031
296422,9.432766016987223e-05,ORGANIZATION_TYPE  : 0.0001
296422,9.668564090303172e-05,ORGANIZATION_TYPE  : 0.0001
296422,0.00012994536008507492,FLAG_DOCUMENT_17  : 0.0001
296422,-0.0005652275836767636,ORGANIZATION_TYPE  : -0.0006
296422,-0.000569931353253072,ORGANIZATION_TYPE  : -0.0006
296422,-0.0008018096348146956,FLAG_DOCUMENT_15  : -0.0008
296422,-0.0011141643909319439,ORGANIZATION_TYPE  : -0.0011
296422,-0.0016343739721110758,ORGANIZATION_TYPE  : -0.0016
296422,-0.0037816511605546265,FLAG_EMAIL  : -0.0038
296422,-0.005469950534817481,NAME_TYPE_SUITE  : -0.0055
285294,0.0002506744580781098,ORGANIZATION_TYPE  : 0.0003
285294,0.00025670061673704,ORGANIZATION_TYPE  : 0.0003
285294,0.0002700727059635013,ORGANIZATION_TYPE  : 0.0003
285294,0.00027612063425330285,FLAG_DOCUMENT_2  : 0.0003
285294,-0.0020278903042891374,ORGANIZATION_TYPE  : -0.002
285294,-0.00422719089547878,NAME_FAMILY_STATUS  : -0.0042
285294,-0.005752122016106972,ORGANIZATION_TYPE  : -0.0058
285294,-0.006416531576993077,FLAG_DOCUMENT_19  : -0.0064
285294,-0.006619109691908418,OCCUPATION_TYPE  : -0.0066
285294,-0.028683636681826323,WALLSMATERIAL_MODEs  : -0.0287
290217,9.921887007633446e-05,FLAG_DOCUMENT_4  : 0.0001
290217,0.00010566256277763944,ORGANIZATION_TYPE  : 0.0001
290217,0.00013907373602112092,ORGANIZATION_TYPE  : 0.0001
290217,0.0001810854997583328,FLAG_DOCUMENT_19  : 0.0002
290217,0.00018633674493557316,FLAG_CONT  : 0.0002
290217,-0.00039077280271988287,ORGANIZATION_TYPE  : -0.0004
290217,-0.0013091843608740677,ORGANIZATION_TYPE  : -0.0013
290217,-0.0014771011971555544,ORGANIZATION_TYPE  : -0.0015
290217,-0.0061701597923617,ORGANIZATION_TYPE  : -0.0062
290217,-0.007600384332256439,OCCUPATION_TYPE  : -0.0076
353423,0.00024375941638425376,FLAG_DOCUMENT_13  : 0.0002
353423,0.0002831616787900869,ORGANIZATION_TYPE  : 0.0003
353423,0.00028804075559768716,FLAG_DOCUMENT_4  : 0.0003
353423,0.0002889583834587956,FLAG_DOCUMENT_2  : 0.0003
