,valeur,ticks,ID
8,0.0001593676623543478,ORGANIZATION_TYPE_Industrytype13,105820
9,-0.00013407065129598188,ORGANIZATION_TYPE_Transporttype1,105820
0,-0.13309617803911175,ORGANIZATION_TYPE_Tradetype6,442481
1,-0.01940615737869256,NAME_TYPE_SUITE_Children,442481
2,0.006724545165434099,FLAG_DOCUMENT_15,442481
3,-0.006002611791423948,OCCUPATION_TYPE_Medicinestaff,442481
4,-0.003200646631482001,WEEKDAY_APPR_PROCESS_START_SUNDAY,442481
5,0.0003868200255340117,ORGANIZATION_TYPE_Industrytype12,442481
6,0.00025148097644051037,ORGANIZATION_TYPE_Cleaning,442481
7,0.0001973939591755292,NAME_INCOME_TYPE_Unemployed,442481
8,-3.974092516243634e-05,FLAG_DOCUMENT_7,442481
9,-8.99483433362535e-06,FLAG_DOCUMENT_19,442481
0,-0.012381962723127023,ORGANIZATION_TYPE_Industrytype3,273850
1,-0.00620411203911737,FLAG_DOCUMENT_15,273850
2,-0.0048598277690605676,NONLIVINGAPARTMENTS_MODE,273850
3,-0.004651964533552407,NONLIVINGAPARTMENTS_AVG,273850
4,-0.0040886747964485595,NONLIVINGAPARTMENTS_MEDI,273850
5,-0.003056046745718644,FLAG_DOCUMENT_8,273850
6,0.002944885748533996,HOUSETYPE_MODE_terracedhouse,273850
7,-0.0028403278728070776,COMMONAREA_AVG,273850
8,-0.0015119316125908925,ORGANIZATION_TYPE_Insurance,273850
9,0.0002796946668737766,ORGANIZATION_TYPE_Industrytype10,273850
0,-0.011241530280525075,FONDKAPREMONT_MODE_notspecified,239700
1,-0.002505216532866346,FLAG_DOCUMENT_8,239700
2,0.000384775181590372,ORGANIZATION_TYPE_Tradetype6,239700
3,-0.0003394417337841738,FLAG_CONT_MOBILE,239700
4,-0.0001747924899231673,FLAG_DOCUMENT_17,239700
5,-0.00013439891950742277,ORGANIZATION_TYPE_Industrytype6,239700
6,9.595766728073566e-05,FLAG_DOCUMENT_19,239700
7,-2.9165958288002153e-05,FLAG_DOCUMENT_21,239700
8,-2.226309458243826e-05,FLAG_DOCUMENT_2,239700
9,4.91282547761624e-06,ORGANIZATION_TYPE_Tradetype1,239700
0,0.00313875565456593,OCCUPATION_TYPE_HRstaff,217331
1,-0.002867869690313605,OCCUPATION_TYPE_Managers,217331
2,-0.00131602890904396,ORGANIZATION_TYPE_Transporttype1,217331
3,-0.0008975414978922093,ORGANIZATION_TYPE_Emergency,217331
4,-0.0005204956435750517,FLAG_DOCUMENT_14,217331
5,0.000396693286682238,FLAG_DOCUMENT_4,217331
6,-0.00031998638736193785,NAME_EDUCATION_TYPE_Academicdegree,217331
7,-0.0002271474672929713,ORGANIZATION_TYPE_Religion,217331
8,-0.00022555628592420092,ORGANIZATION_TYPE_Tradetype5,217331
9,-1.4934699142319269e-05,FLAG_DOCUMENT_7,217331
0,0.004083718790859917,ORGANIZATION_TYPE_SecurityMinistries,284307
1,-0.0031472143302106515,OCCUPATION_TYPE_Managers,284307
2,-0.001248617178053478,ORGANIZATION_TYPE_LegalServices,284307
3,-0.000870562234370361,FLAG_DOCUMENT_21,284307
4,0.0004243611389514173,ORGANIZATION_TYPE_Industrytype13,284307
5,-0.0003105731725447034,ORGANIZATION_TYPE_Industrytype6,284307
6,-0.00027716915898980165,ORGANIZATION_TYPE_Tradetype4,284307
7,-0.0002057711338819457,NAME_TYPE_SUITE_Groupofpeople,284307
8,-0.00013427075645059265,FLAG_DOCUMENT_20,284307
9,-0.00011963745608760653,FLAG_DOCUMENT_7,284307
0,-0.0031889364007058234,NAME_FAMILY_STATUS_Separated,115268
1,-0.0009164688198906102,ORGANIZATION_TYPE_LegalServices,115268
2,-0.00035475331416571343,FLAG_DOCUMENT_20,115268
3,-0.00029934450298773496,ORGANIZATION_TYPE_Industrytype6,115268
4,-0.000299319132271207,NAME_INCOME_TYPE_Maternityleave,115268
5,-0.000281566382385612,NAME_INCOME_TYPE_Unemployed,115268
6,0.00027661699731220904,FLAG_DOCUMENT_2,115268
7,-0.0002714268789821621,ORGANIZATION_TYPE_Industrytype8,115268
8,-0.0002647340511977776,ORGANIZATION_TYPE_Tradetype4,115268
9,-0.00010187848397406653,ORGANIZATION_TYPE_Advertising,115268
0,-0.005220309775365533,NAME_HOUSING_TYPE_Municipalapartment,198788
1,-0.004772824165331942,NAME_FAMILY_STATUS_Widow,198788
2,-0.0021495406751788388,ORGANIZATION_TYPE_LegalServices,198788
3,0.002099816400902977,ORGANIZATION_TYPE_Mobile,198788
4,0.0005262073872744953,NAME_INCOME_TYPE_Maternityleave,198788
5,-0.00017112787581343407,ORGANIZATION_TYPE_Industrytype12,198788
6,-0.000164299890481171,FLAG_DOCUMENT_7,198788
7,-0.00015492943550619263,FLAG_DOCUMENT_2,198788
8,-0.00013971730916490633,ORGANIZATION_TYPE_Industrytype10,198788
9,-0.00012118089316050889,FLAG_DOCUMENT_14,198788
0,-0.004328070428156699,NAME_FAMILY_STATUS_Widow,337521
1,-0.0016336520902273705,FLAG_DOCUMENT_19,337521
2,-0.000903260665258943,ORGANIZATION_TYPE_Culture,337521
3,-0.0008042513658450135,ORGANIZATION_TYPE_Emergency,337521
4,-0.000636649687871279,NAME_HOUSING_TYPE_Coopapartment,337521
5,-0.0005491544962026996,ORGANIZATION_TYPE_Industrytype4,337521
6,-0.00036474747714642985,ORGANIZATION_TYPE_Tradetype1,337521
7,-0.00035267316755976144,OCCUPATION_TYPE_Realtyagents,337521
8,-0.00028130533460690596,ORGANIZATION_TYPE_Industrytype13,337521
9,0.0001617311508021149,FLAG_DOCUMENT_17,337521
0,-0.014555938780257982,CC_NAME_CONTRACT_STATUS_Signed_MEAN,333172
1,-0.014543181776299947,CC_NAME_CONTRACT_STATUS_Signed_SUM,333172
2,-0.014243821051905003,CC_AMT_INST_MIN_REGULARITY_MIN,333172
3,-0.012765902499839263,CC_NAME_CONTRACT_STATUS_Signed_VAR,333172
